,loss
616,0.4350736141204834
617,0.42834439873695374
618,0.5087442994117737
619,0.5383744239807129
620,0.6701107621192932
621,0.8638978004455566
622,0.7088934779167175
623,0.7797464728355408
624,0.7663499116897583
625,0.77774977684021
626,0.7370785474777222
627,0.7634400725364685
628,0.6618323922157288
629,0.6265251636505127
630,0.6958014965057373
631,0.7383427619934082
632,0.7234916090965271
633,0.7293820977210999
634,0.6561080813407898
635,0.70115065574646
636,0.630477786064148
637,0.6071447134017944
638,0.5925008654594421
639,0.6390994787216187
640,0.6403766870498657
641,0.4799385964870453
642,0.5325925350189209
643,0.5352628231048584
644,0.5431917905807495
645,0.8990883827209473
646,0.7260228395462036
647,0.7111625075340271
648,0.8054450750350952
649,0.8164847493171692
650,0.7455345988273621
651,0.7320412397384644
652,0.7361366748809814
653,0.7560557126998901
654,0.7232754230499268
655,0.7922258973121643
656,0.9822931885719299
657,0.8171998262405396
658,0.7890629768371582
659,0.8046600222587585
660,0.8302675485610962
661,0.8019239902496338
662,0.9115141034126282
663,0.8759819269180298
664,0.7536078095436096
665,0.8842530250549316
666,0.7498641610145569
667,0.7315549254417419
668,0.7234309315681458
669,0.7351772785186768
670,1.0094114542007446
671,0.8010578751564026
672,0.7869055867195129
673,0.8337892889976501
674,0.7514796853065491
675,0.6491789221763611
676,0.7051127552986145
677,0.7051506042480469
678,0.6779927611351013
679,0.6746844053268433
680,0.7250032424926758
681,0.6996997594833374
682,0.6983219385147095
683,0.6954984068870544
684,0.6305488348007202
685,0.6415643692016602
686,0.7097278833389282
687,0.8272866606712341
688,0.7912154197692871
689,0.7635507583618164
690,1.2624684572219849
691,1.0821679830551147
692,1.0375292301177979
693,0.9670500159263611
694,1.1609601974487305
695,1.1929376125335693
696,1.1516002416610718
697,0.9410983920097351
698,1.022278070449829
699,0.9641736149787903
700,0.8477874398231506
701,0.8461839556694031
702,0.9895426630973816
703,0.8848053216934204
704,0.9220761656761169
705,0.860823392868042
706,1.0132513046264648
707,1.0361932516098022
708,1.0458325147628784
709,1.068152904510498
710,0.9239519238471985
711,0.9033229947090149
712,0.9751668572425842
713,0.9861488938331604
714,0.9462129473686218
715,0.9234254956245422
716,0.8038896322250366
717,0.7502419352531433
718,0.8388949632644653
719,0.9563045501708984
720,1.0245722532272339
721,1.0945903062820435
722,0.8438953161239624
723,0.8463069200515747
724,0.9216707944869995
725,0.7572841644287109
726,0.717193067073822
727,0.7087032198905945
728,0.9293623566627502
729,0.7988360524177551
730,0.7821699380874634
731,0.8570225834846497
732,0.9295505881309509
733,0.9855888485908508
734,0.9218318462371826
735,0.862356960773468
736,0.8833109736442566
737,0.8791804313659668
738,0.8691323399543762
739,0.9295132160186768
740,1.2161139249801636
741,1.31024968624115
742,1.0939804315567017
743,1.079975962638855
744,1.0873106718063354
745,1.1653516292572021
746,1.096406102180481
747,1.0022995471954346
748,1.0389610528945923
749,1.0130068063735962
750,1.0010417699813843
751,1.072117805480957
752,0.9719561338424683
753,0.921886682510376
754,0.8827574849128723
755,0.947356641292572
756,0.9080530405044556
757,0.8656221628189087
758,0.9143757224082947
759,0.9287391304969788
760,1.0555499792099
761,1.0574822425842285
762,1.1027415990829468
763,0.968056321144104
764,0.9679169058799744
765,1.0184170007705688
766,1.0349113941192627
767,1.077653408050537
768,1.0170526504516602
769,1.07416832447052
770,1.008384108543396
771,1.0870627164840698
772,0.9485476016998291
773,0.996465802192688
774,0.9441779255867004
775,0.9697140455245972
776,1.089529037475586
777,1.0477427244186401
778,1.0483299493789673
779,0.9932506680488586
780,0.9538065791130066
781,1.0440869331359863
782,1.02637779712677
783,1.0711040496826172
784,0.9760030508041382
785,0.9929946064949036
786,1.043919563293457
787,0.9365938305854797
788,0.8754605054855347
789,0.7669025659561157
790,0.8158904314041138
791,0.8781412243843079
792,0.8945346474647522
793,0.9227120876312256
794,1.052146077156067
795,1.0405476093292236
796,1.0026792287826538
797,0.9448710083961487
798,0.8616525530815125
799,0.8387407660484314
800,0.8874371647834778
801,0.7963582277297974
802,0.886295735836029
803,0.8275517225265503
804,0.7785981893539429
805,0.7216269373893738
806,0.6713627576828003
807,0.6643697023391724
808,0.593683123588562
809,0.542305052280426
810,0.599320113658905
811,0.5906227827072144
812,0.6118767857551575
813,0.5739449858665466
814,0.6465902924537659
815,0.5854326486587524
816,0.4918089509010315
817,0.4509114623069763
818,0.5158481597900391
819,0.5242698192596436
820,0.49149343371391296
821,0.3324602544307709
822,0.31048116087913513
823,0.4610101282596588
824,0.5097599029541016
825,0.4366740584373474
826,0.58357173204422
827,0.5195287466049194
828,0.699562668800354
829,0.6481180787086487
830,0.6587884426116943
831,0.7067486047744751
832,0.7270543575286865
833,0.6880348920822144
834,0.6394580006599426
835,0.6747045516967773
836,0.6474650502204895
837,0.5217520594596863
838,0.5960516333580017
839,0.5912007689476013
840,0.5629253387451172
841,0.7598720788955688
842,0.6497669816017151
843,0.6494944095611572
844,0.6938020586967468
845,0.7355511784553528
846,0.5689069628715515
847,0.5859284400939941
848,0.535945475101471
849,0.6756663918495178
850,0.5293861031532288
851,0.4633760452270508
852,0.49669668078422546
853,0.6169595122337341
854,0.5694136619567871
855,0.5289930701255798
856,0.5083206295967102
857,0.5722693204879761
858,0.577006995677948
859,0.6321333646774292
860,0.626646876335144
861,0.6893128156661987
862,0.7483829855918884
863,0.6794368028640747
864,0.513522744178772
865,0.54559326171875
866,0.4196198284626007
867,0.4606322646141052
868,0.5232163667678833
869,0.6689473390579224
870,0.7127566337585449
871,0.6436726450920105
872,0.5529619455337524
873,0.5790510773658752
874,0.7075730562210083
875,0.943595290184021
876,0.9032503366470337
877,0.8434256911277771
878,0.7099835872650146
879,0.8658772706985474
880,0.8837752938270569
881,0.8595138192176819
882,0.6337412595748901
883,0.5504616498947144
884,0.5663732290267944
885,0.5192418098449707
886,0.6645174026489258
887,0.476392924785614
888,0.4717557728290558
889,0.5926569104194641
890,0.6410489678382874
891,0.6366802453994751
892,0.5649930834770203
893,0.6911135911941528
894,0.7406870126724243
895,0.7108103036880493
896,0.7839798331260681
897,0.8109205365180969
898,0.7677698135375977
899,0.8159998059272766
900,0.7941730618476868
901,0.749259889125824
902,0.9237833619117737
903,0.7942577600479126
904,0.7685028910636902
905,0.7440931797027588
906,0.6388614773750305
907,0.6548736691474915
908,0.6225387454032898
909,0.6572003960609436
910,0.8145421147346497
911,0.9847865104675293
912,0.7781663537025452
913,0.7644361853599548
914,0.6911391019821167
915,0.6903102993965149
916,0.7076832056045532
917,0.8386886715888977
918,0.6557941436767578
919,0.710597813129425
920,0.6854500770568848
921,0.7390229105949402
922,0.8019539713859558
923,0.7019150853157043
924,0.7180073857307434
925,0.8195801377296448
926,0.7080180048942566
927,0.5741128921508789
928,0.6645628809928894
929,0.8469046354293823
930,0.8188210129737854
931,0.9035593271255493
932,0.8055229187011719
933,0.8230773210525513
934,0.857245922088623
935,0.8221836090087891
936,1.0305652618408203
937,0.8934342265129089
938,0.9153890013694763
939,0.8908449411392212
940,0.7511693239212036
941,0.8628334403038025
942,0.7778757810592651
943,1.10835599899292
944,0.6853930950164795
945,0.7440482974052429
946,0.6675613522529602
947,0.7265031337738037
948,0.8970013856887817
949,0.7664516568183899
950,0.7703043818473816
951,0.6655293703079224
952,0.7801101207733154
953,0.7970623970031738
954,0.7860214710235596
955,0.6439476013183594
956,0.6267598867416382
957,0.6226126551628113
958,0.6230219006538391
959,0.6255313158035278
960,0.7589414715766907
961,0.5697819590568542
962,0.5467109680175781
963,0.5756445527076721
964,0.5741961002349854
965,0.6124148964881897
966,0.6814488172531128
967,0.48956140875816345
968,0.6338557004928589
969,0.6108160018920898
970,0.4034649133682251
971,0.561377763748169
972,0.47825536131858826
973,0.48199474811553955
974,0.5394666194915771
975,0.6764241456985474
976,0.8994143605232239
977,0.8594881892204285
978,0.7542180418968201
979,0.8504819273948669
980,0.6262862086296082
981,0.7064694762229919
982,0.670884370803833
983,0.6854658126831055
984,0.5163700580596924
985,0.48804596066474915
986,0.5902628898620605
987,0.732403039932251
988,0.708564817905426
989,0.9507275223731995
990,0.8407120704650879
991,0.8383318781852722
992,0.7681786417961121
993,0.6851868033409119
994,0.8555399179458618
995,0.76491779088974
996,0.8960489630699158
997,0.7733429670333862
998,0.7025479674339294
999,0.8385080695152283
1000,0.7606409192085266
1001,0.8105676770210266
1002,0.8702595233917236
1003,0.7440735101699829
1004,0.6987062096595764
1005,0.7189891338348389
1006,0.761691689491272
1007,0.8771154284477234
1008,0.686251699924469
1009,0.6915023326873779
1010,0.6425763368606567
1011,0.6319088935852051
1012,0.6555015444755554
1013,0.6544046401977539
1014,0.5446880459785461
1015,0.5885791778564453
1016,0.565481424331665
1017,0.6670028567314148
1018,0.7360631823539734
1019,0.7387463450431824
1020,0.6508604884147644
1021,0.6114500164985657
1022,0.607255220413208
1023,0.5625565648078918
1024,0.5140772461891174
1025,0.5470879673957825
1026,0.7043305039405823
1027,0.5579097270965576
1028,0.5955455899238586
1029,0.7104224562644958
1030,0.7731001973152161
1031,0.7205711603164673
1032,0.8172491788864136
1033,0.950117826461792
1034,0.811930775642395
1035,0.8012232780456543
1036,0.7993205785751343
1037,0.7659428715705872
1038,0.7212490439414978
1039,0.6856189370155334
1040,0.7245132923126221
1041,0.8917840123176575
1042,0.8710625171661377
1043,0.8626748919487
1044,0.8305239081382751
1045,0.8319131731987
1046,0.8347977995872498
1047,0.8783016204833984
1048,0.9385647773742676
1049,0.8957464098930359
1050,0.9867639541625977
1051,1.0394160747528076
1052,1.0339688062667847
1053,1.0451090335845947
1054,1.0135223865509033
1055,1.0626035928726196
1056,0.9087873101234436
1057,0.8964170217514038
1058,0.9419464468955994
1059,1.0281028747558594
1060,0.9888822436332703
1061,0.9662680625915527
1062,0.8938358426094055
1063,0.8791302442550659
1064,0.799045741558075
1065,0.8091890811920166
1066,0.6417328715324402
1067,0.6670580506324768
1068,0.6216785907745361
1069,0.6526507139205933
1070,0.6456902623176575
1071,0.6312320232391357
1072,0.7414852380752563
1073,0.6507195830345154
1074,0.5709660053253174
1075,0.5670756697654724
1076,0.6009682416915894
1077,0.5855869650840759
1078,0.5762768387794495
1079,0.666075587272644
1080,0.567610502243042
1081,0.5118772983551025
1082,0.6664164066314697
1083,0.780624508857727
1084,0.56355881690979
1085,0.4818721413612366
1086,0.4763011336326599
1087,0.5507500171661377
1088,0.48011550307273865
1089,0.4387796223163605
1090,0.5009752511978149
1091,0.5191918611526489
1092,0.5269374847412109
1093,0.532213568687439
1094,0.5435656309127808
1095,0.6477087736129761
1096,0.6967833042144775
1097,0.6904097199440002
1098,0.8182820677757263
1099,0.8126550316810608
1100,0.9957976341247559
1101,0.9022011160850525
1102,0.8776140809059143
1103,0.7644397616386414
1104,0.8452404737472534
1105,0.8446502089500427
1106,0.8742179274559021
1107,0.8887128233909607
1108,0.9258306622505188
1109,0.8572933673858643
1110,0.9186568260192871
1111,0.9268711805343628
1112,0.9477401375770569
1113,0.890029788017273
1114,1.065362811088562
1115,0.9279700517654419
1116,0.8944976925849915
1117,0.8258796334266663
1118,0.8489170074462891
1119,0.8491189479827881
1120,0.8861433863639832
1121,0.9380273818969727
1122,0.9664905667304993
1123,0.9551581740379333
1124,0.9654685854911804
1125,1.0778577327728271
1126,1.1010535955429077
1127,1.0490325689315796
1128,0.8226763606071472
1129,0.8800067901611328
1130,0.9237732291221619
1131,0.8010795712471008
1132,0.8399537801742554
1133,0.8398590683937073
1134,0.9030213952064514
1135,0.9128906726837158
1136,0.8081952929496765
1137,0.9096583724021912
1138,0.8368988037109375
1139,0.9017901420593262
1140,0.8377999067306519
1141,0.8404427766799927
1142,0.8555281162261963
1143,1.0343101024627686
1144,1.0842247009277344
1145,0.923104465007782
1146,0.993445873260498
1147,0.9006428718566895
1148,0.9438275694847107
1149,0.8470467925071716
1150,0.8085819482803345
1151,0.7900222539901733
1152,0.8020042777061462
1153,0.7992808818817139
1154,0.6995304226875305
1155,0.731299638748169
1156,0.7446643710136414
1157,0.7528601288795471
1158,1.0153822898864746
1159,0.8585643172264099
1160,0.6589860916137695
1161,0.8377896547317505
1162,0.7565815448760986
1163,1.025603175163269
1164,0.874532163143158
1165,0.7637745141983032
1166,0.8080059289932251
1167,0.8596696853637695
1168,0.7990309000015259
1169,0.7391131520271301
1170,0.7712965607643127
1171,0.6378663182258606
1172,0.6252527832984924
1173,0.738903820514679
1174,0.5877974629402161
1175,0.7181999683380127
1176,0.5677574276924133
1177,0.5507935285568237
1178,0.4966740608215332
1179,0.5296103954315186
1180,0.4117015600204468
1181,0.625450611114502
1182,0.6858274340629578
1183,0.9229997992515564
1184,0.5119234323501587
1185,0.5738474726676941
1186,0.7142732739448547
1187,0.5527637600898743
1188,0.5005890130996704
1189,0.6597277522087097
1190,0.614886999130249
1191,0.7239401936531067
1192,0.677177906036377
1193,0.6560531854629517
1194,0.7914931178092957
1195,0.8093686699867249
1196,0.902596652507782
1197,0.824821949005127
1198,0.7928088903427124
1199,0.9149912595748901
1200,0.9080215096473694
1201,0.7847050428390503
1202,0.8437599539756775
1203,0.9035964608192444
1204,0.7553837895393372
1205,0.900897204875946
1206,0.8132636547088623
1207,0.7979945540428162
1208,0.7491494417190552
1209,0.8369920253753662
1210,0.7469506859779358
1211,0.7432962656021118
1212,0.9077593684196472
1213,0.854701817035675
1214,0.818304181098938
1215,0.8969610929489136
1216,0.8597167134284973
1217,0.8626565933227539
1218,0.8116664886474609
1219,0.8434969186782837
1220,0.7797362208366394
1221,0.8290467262268066
1222,0.8324944972991943
1223,0.723392903804779
1224,0.7219263315200806
1225,0.7218047976493835
1226,0.7118529081344604
1227,0.7614010572433472
1228,0.7190608382225037
1229,0.744438886642456
1230,0.7038117051124573
1231,0.6404781937599182
1232,0.5826959013938904
1233,0.6688246130943298
1234,0.7290944457054138
1235,0.7517850399017334
1236,0.7640302181243896
1237,0.6074682474136353
1238,0.551470160484314
1239,0.568747341632843
1240,0.518617570400238
1241,0.5324504375457764
1242,0.496342271566391
1243,0.5571556091308594
1244,0.6200215220451355
1245,0.6833239197731018
1246,0.7029521465301514
1247,0.6197942495346069
1248,0.5593810081481934
1249,0.6033948063850403
1250,0.6149951815605164
1251,0.6539297699928284
1252,0.5035404562950134
1253,0.4739978313446045
1254,0.5486057996749878
1255,0.7786668539047241
1256,0.6080530285835266
1257,0.46889156103134155
1258,0.6691374182701111
1259,0.7278257608413696
1260,0.8098601698875427
1261,0.573119044303894
