,loss
0,2.211484432220459
1,2.2090392112731934
2,2.200518846511841
3,2.1961770057678223
4,2.1929497718811035
5,2.1904923915863037
6,2.1834728717803955
7,2.1778922080993652
8,2.1718790531158447
9,2.161902666091919
10,2.1546921730041504
11,2.1406891345977783
12,2.133249044418335
13,2.1157844066619873
14,2.0909650325775146
15,2.078890323638916
16,2.0499556064605713
17,2.033203125
18,1.9879963397979736
19,1.9540523290634155
20,1.9152348041534424
21,1.8806312084197998
22,1.8539141416549683
23,1.7485493421554565
24,1.6660957336425781
25,1.6222026348114014
26,1.519679307937622
27,1.4060171842575073
28,1.3710851669311523
29,1.2193727493286133
30,1.0814895629882812
31,1.0547322034835815
32,1.0076990127563477
33,1.0921083688735962
34,1.026631236076355
35,1.060162901878357
36,1.0095911026000977
37,1.0540987253189087
38,0.8199021816253662
39,0.8658908009529114
40,0.7400980591773987
41,0.5917295813560486
42,0.5943208932876587
43,0.6025860905647278
44,0.7282092571258545
45,0.9284960031509399
46,1.260514259338379
47,0.9187942743301392
48,0.8720577359199524
49,0.8711650371551514
50,0.8712271451950073
51,0.8506449460983276
52,0.8120269775390625
53,0.7684632539749146
54,0.6336866021156311
55,0.6092424988746643
56,0.6080843806266785
57,0.5973919630050659
58,0.6975318193435669
59,0.581785261631012
60,0.8010833859443665
61,0.5681783556938171
62,0.5645466446876526
63,0.5654370784759521
64,0.5579774379730225
65,0.5478795170783997
66,0.5851978659629822
67,0.5635991096496582
68,0.563449501991272
69,0.5570535063743591
70,0.5559352040290833
71,0.4668514132499695
72,0.6445139050483704
73,0.5424046516418457
74,0.5290198922157288
75,0.5447006225585938
76,0.46050548553466797
77,0.43913954496383667
78,0.4657352864742279
79,0.4644457697868347
80,0.551125705242157
81,0.4507104158401489
82,0.4390266537666321
83,0.5148105621337891
84,0.35813745856285095
85,0.4349619746208191
86,0.4416598081588745
87,0.4383993148803711
88,0.5183810591697693
89,0.4313662648200989
90,0.4296308755874634
91,0.5083542466163635
92,0.4910854399204254
93,0.7246307134628296
94,0.6672065258026123
95,0.7100895047187805
96,0.7626039981842041
97,0.7480912208557129
98,0.8003764748573303
99,0.9027323126792908
100,0.8260318636894226
101,0.8335745930671692
102,0.9543054103851318
103,0.971197783946991
104,0.9510065317153931
105,0.8024648427963257
106,0.8398845791816711
107,0.8425347805023193
108,0.9730738997459412
109,0.9434168934822083
110,0.8773673176765442
111,0.8223940134048462
112,0.8780367374420166
113,0.8656969666481018
114,0.8548053503036499
115,0.8194366693496704
116,0.9047098755836487
117,0.8849456906318665
118,0.874919056892395
119,0.7923975586891174
120,0.8020652532577515
121,0.804837703704834
122,1.0111947059631348
123,0.8273607492446899
124,0.9024500846862793
125,0.9303818345069885
126,0.9443837404251099
127,1.0038927793502808
128,0.7012922763824463
129,0.7119524478912354
130,0.7062437534332275
131,0.6298721432685852
132,0.6186996698379517
133,0.677075207233429
134,0.6792105436325073
135,0.7531415820121765
136,0.6856340765953064
137,0.7691819071769714
138,0.7734566926956177
139,0.8386392593383789
140,0.6345100998878479
141,0.6265355944633484
142,0.7062106132507324
143,0.5806763172149658
144,0.5320726037025452
145,0.5247297286987305
146,0.5024593472480774
147,0.4857177138328552
148,0.48927414417266846
149,0.4759376645088196
150,0.4658871293067932
151,0.7446535229682922
152,0.6678827404975891
153,0.8412722945213318
154,0.8396905064582825
155,0.8067851066589355
156,0.8459584712982178
157,0.8084142208099365
158,0.8036695718765259
159,0.7910374999046326
160,0.7983684539794922
161,0.7948331236839294
162,0.8111441731452942
163,0.7858487367630005
164,0.7285673022270203
165,0.7162319421768188
166,0.7092089653015137
167,0.7183354496955872
168,0.8465965986251831
169,0.6295561790466309
170,0.6210393905639648
171,0.6244468688964844
172,0.6159228682518005
173,0.6076788306236267
174,0.5978039503097534
175,0.6940804719924927
176,0.5984968543052673
177,0.6406436562538147
178,0.5677653551101685
179,0.5516119599342346
180,0.6523610949516296
181,0.57252037525177
182,0.5455484390258789
183,0.5280696153640747
184,0.5921974182128906
185,0.5781662464141846
186,0.7866002917289734
187,0.7966575026512146
188,0.7627735733985901
189,0.748532772064209
190,0.8157598972320557
191,0.8665705919265747
192,0.6472054719924927
193,0.6414275169372559
194,0.6437733173370361
195,0.6951088309288025
196,0.705687940120697
197,0.6984561085700989
198,0.6391097903251648
199,0.664068877696991
