,cum_rewards,episode_durations
170,-2.5868072509765625,1109
171,-32.762237548828125,5979
172,-2.6663818359375,643
173,41.10695457458496,2892
174,-13.848114013671875,5980
175,54.123565673828125,5977
176,-1.1475067138671875,4522
177,-6.618095397949219,3373
178,5.409244537353516,643
179,-3.6592674255371094,768
180,-58.866172790527344,5979
181,-20.963829040527344,4885
182,17.73657989501953,5978
183,7.9644927978515625,5985
184,-5.317253112792969,763
185,-17.631491661071777,1009
186,-4.373691558837891,5975
187,-54.36282730102539,5977
188,16.898662567138672,2522
189,19.768463134765625,5083
190,-6.121250152587891,5980
191,7.805034637451172,5977
192,2.212493896484375,5974
193,11.739208221435547,1675
194,7.481670379638672,1653
195,28.381229400634766,1668
196,4.332629203796387,5980
197,28.135231018066406,5980
198,37.54013442993164,3727
199,4.455238342285156,1353
200,-0.9814567565917969,5979
201,-11.757226943969727,5980
202,16.783222198486328,5980
203,11.367500305175781,2540
204,27.705196380615234,2341
205,0.4842386245727539,2278
206,-6.612358093261719,5980
207,4.981403350830078,5978
208,10.915313720703125,5978
209,-6.8096771240234375,5980
210,20.635704040527344,4890
211,22.601669311523438,1898
212,41.10973358154297,5980
213,-25.617351531982422,5978
214,42.32294845581055,5977
215,5.324756622314453,1259
216,24.003841400146484,5975
217,1.2070541381835938,2645
218,3.6489944458007812,642
219,2.2283401489257812,1229
220,-12.532295227050781,854
221,-14.126274108886719,2641
222,25.614608764648438,5981
223,39.742021560668945,5985
224,15.042350769042969,5976
225,3.868133544921875,5976
226,2.4551239013671875,2978
227,14.838973999023438,5979
228,16.02890396118164,2092
229,-2.2256011962890625,5979
230,-6.950531005859375,3630
231,20.404315948486328,4407
232,-0.5163726806640625,642
233,67.32097339630127,5977
234,-11.67379379272461,5977
235,-16.22136688232422,5613
236,14.767951965332031,1061
237,3.2534637451171875,5978
238,23.946044921875,5979
239,13.40407943725586,5980
240,15.457141876220703,5975
241,1.2848739624023438,642
242,1.5266571044921875,5987
243,-1.7069778442382812,1245
244,-30.67430877685547,5980
245,15.68210220336914,5980
246,0.9024467468261719,5981
247,7.869174957275391,5977
248,2.0831451416015625,5980
249,4.037940979003906,1039
250,-1.3027420043945312,741
251,5.5227813720703125,4775
252,-1.635580062866211,5979
253,22.91142463684082,5979
254,10.333908081054688,1977
255,-5.61065673828125,5975
256,7.804901123046875,3271
257,1.7681350708007812,5977
258,-0.5566558837890625,643
259,26.561107635498047,2022
260,-22.3232421875,5978
261,8.136116027832031,5977
262,3.6522216796875,896
263,-5.473339080810547,872
264,-14.753440856933594,2510
265,22.722042083740234,5976
266,17.152225494384766,2476
267,-1.15057373046875,5986
268,28.814380645751953,5978
269,-2.5303306579589844,1020
270,14.511505126953125,2005
271,18.486080169677734,4741
272,-26.882003784179688,1130
273,26.554603576660156,2289
274,33.94048881530762,1346
275,31.419246673583984,4969
276,-2.7986831665039062,1727
277,7.7838897705078125,5979
278,-15.533794403076172,5978
279,3.412689208984375,5978
280,15.94533920288086,5977
281,27.518524169921875,5984
282,23.450952529907227,2928
283,28.299551010131836,5976
284,46.00619888305664,5252
285,-4.372955322265625,5976
286,-3.6426620483398438,1938
287,1.355010986328125,5979
288,1.616241455078125,5980
289,15.054737091064453,1090
290,-13.773262023925781,5976
291,8.041946411132812,3412
292,-3.3570938110351562,830
293,3.2287559509277344,1323
294,48.85001754760742,5341
295,-6.899852752685547,4243
296,-2.965057373046875,714
297,35.070858001708984,5708
298,34.35054016113281,5979
299,14.710155487060547,5973
300,9.407524108886719,5241
301,-2.5065689086914062,5979
302,17.102752685546875,5979
303,4.4174041748046875,5978
304,23.057510375976562,5979
305,0.6229705810546875,5979
306,6.014823913574219,5974
307,26.3287353515625,960
308,-23.628414154052734,4814
309,13.993846893310547,2246
310,-21.66962432861328,5978
311,3.98748779296875,1638
312,-10.31722640991211,4097
313,-1.2103843688964844,642
314,1.8551559448242188,3552
315,30.94042205810547,5976
316,37.593441009521484,5980
317,0.9017982482910156,1023
318,6.2883148193359375,5979
319,-12.634971618652344,5979
320,10.704658508300781,5980
321,-0.42974853515625,5979
322,-14.85934066772461,5977
323,2.6740798950195312,643
324,10.969139099121094,1280
325,2.224365234375,5979
326,-6.633697509765625,5977
327,19.16405487060547,5977
328,17.825401306152344,5882
329,-6.5474090576171875,5974
330,36.396202087402344,5977
331,3.2299270629882812,1757
332,22.945514678955078,2215
333,-0.1031646728515625,2421
334,18.030677795410156,5728
335,-2.1605072021484375,642
336,-1.659942626953125,5977
337,-2.021148681640625,642
338,-0.627593994140625,894
339,2.4158897399902344,5977
340,18.696269989013672,3439
341,-1.6838607788085938,5984
342,18.835052490234375,2596
343,-19.067768096923828,1292
344,-13.272010803222656,5978
345,14.897228240966797,5978
346,26.07272720336914,5978
347,1.2530441284179688,5978
348,34.2932243347168,5981
349,-24.494949340820312,2914
350,0.7740859985351562,643
351,-10.036981582641602,1439
352,-14.43133544921875,2210
353,28.035266876220703,5979
354,12.589046478271484,5313
355,23.32373809814453,5978
356,-8.145369529724121,2164
357,4.096290588378906,5980
358,4.524692535400391,1038
359,0.385528564453125,4137
360,-11.726341247558594,5986
361,4.519355773925781,1517
362,-50.17373275756836,5506
363,-24.12339496612549,1993
364,32.51914596557617,5976
365,-11.370796203613281,1252
366,-3.3523788452148438,1336
367,5.959133148193359,1559
368,22.80386734008789,5980
369,12.884471893310547,5979
370,-11.344650268554688,5980
371,2.2069625854492188,5987
372,25.834457397460938,5986
373,19.39385223388672,4625
374,-2.2228240966796875,642
375,-10.376811981201172,3530
376,-5.476556777954102,3422
377,-3.12066650390625,5979
378,-1.1710128784179688,4220
379,-6.9420928955078125,5977
380,-14.3863525390625,5976
381,-32.07085418701172,5979
382,-4.355609893798828,854
383,11.458831787109375,3776
384,3.5059890747070312,2311
385,11.48648452758789,5975
386,-40.95848083496094,5978
387,18.041912078857422,3322
388,13.851932525634766,1777
389,-0.3350677490234375,642
390,35.00218963623047,5979
391,14.637256622314453,4899
392,37.948015213012695,3722
393,16.57455062866211,1852
394,28.90768814086914,2959
395,-10.951911926269531,4045
396,9.506206512451172,2459
397,-11.376670837402344,5977
398,-28.637439727783203,5980
399,-3.7352676391601562,1757
400,-3.562530517578125,5980
401,28.11009979248047,2829
402,-15.056557655334473,2997
403,-14.626510620117188,5980
404,-19.8987398147583,5987
405,16.655879974365234,1049
406,-8.142929077148438,5977
407,15.95626449584961,5980
408,41.038753509521484,5978
409,-1.8517303466796875,644
410,5.462364196777344,5985
411,8.353950500488281,5978
412,-2.9260787963867188,5978
413,-20.302288055419922,1711
414,4.876777648925781,5979
415,10.176521301269531,2502
416,5.611198425292969,5977
417,0.33518218994140625,642
418,0.9114456176757812,3723
419,37.08295440673828,5976
420,11.41305923461914,5977
421,19.10906219482422,5986
422,13.9398193359375,5979
423,-20.108787536621094,2390
424,33.13661193847656,2905
425,20.462745666503906,5976
426,27.999061584472656,5978
427,-4.843986511230469,5978
428,-7.7080078125,3088
429,-17.81195831298828,5986
430,-9.663253784179688,3527
431,6.680595397949219,5981
432,32.03713607788086,1623
433,-15.547523498535156,4429
434,-18.651275634765625,5979
435,-28.59917449951172,5976
436,-0.5550918579101562,642
437,-21.67021942138672,5978
438,-6.9655303955078125,5978
439,-0.5770730972290039,1018
440,13.866539001464844,5977
441,14.423820495605469,5976
442,16.799072265625,3951
443,-9.852218627929688,5978
444,-4.8171539306640625,846
445,-10.543937683105469,3552
446,-13.760177612304688,5975
447,-1.9127721786499023,5980
448,13.723541259765625,2924
449,-0.26944732666015625,642
450,15.102523803710938,5987
451,2.333709716796875,5984
452,21.744213104248047,5978
453,44.62104606628418,5977
454,1.5903091430664062,5978
455,13.080451965332031,5979
456,-16.763500213623047,5229
457,-8.239784240722656,3657
458,-29.22797393798828,5972
459,-1.1075363159179688,5978
460,-18.248199462890625,5973
461,28.1033935546875,5974
462,-11.257804870605469,5980
463,17.866498947143555,4425
464,-17.788497924804688,5987
465,33.65270233154297,3012
466,7.937355041503906,5979
467,-0.5805816650390625,1397
468,-13.148277282714844,1634
469,5.9522857666015625,1171
470,26.02242660522461,5978
471,23.60641098022461,2932
472,-9.093910217285156,5977
473,-11.484268188476562,3768
474,-15.11398696899414,5980
475,2.6181182861328125,2016
476,5.480644226074219,1246
477,-24.7652587890625,5979
478,6.0264892578125,5980
479,13.75497055053711,5977
480,35.384395599365234,3028
481,6.813682556152344,801
482,0.2516937255859375,2394
483,-0.03907012939453125,5978
484,153.1864709854126,3500
485,6.070644378662109,4303
486,15.960742950439453,5978
487,-6.416862487792969,5977
488,11.907546997070312,5979
489,19.960098266601562,950
490,8.914909362792969,3660
491,1.7529525756835938,5973
492,12.364177703857422,4505
493,12.110034942626953,5981
494,-1.5613250732421875,4357
495,26.46612548828125,1734
496,33.58287048339844,2382
497,-17.08032989501953,1255
498,32.097591400146484,3101
499,-20.044208526611328,5976
